observaciones,pozos
14,GRANDE-5--
14,GRUNON-2--
14,GRUNON-3--
1,GUADALUPE-2--
14,GUARICHO-10--
14,GUARICHO-13--
1,GUARICHO-2--
14,GUARICHO-202--
4,GUARICHO-202--NA
14,GUARICHO-202D-
14,GUARICHO-204--
14,GUARICHO-204D-
1,GUARICHO-21--
14,GUARICHO-24D-
14,GUARICHO-24H-
2,GUARICHO-3--
1,GUARICHO-303--
13,GUARICHO-304--
14,GUARICHO-5--
1,GUARICHO-501--
1,GUARICHO-503--
14,GUARICHO-504--
12,GUARICHO-505--
11,GUARICHO-506--
14,GUARICHO-509--
12,GUARICHO-510--
14,GUARICHO-511--
14,GUARICHO-512--
14,GUARICHO-9D-
1,GUTIERREZ ZAMORA-2--
13,GUTIERREZ ZAMORA-4--
14,HABANO-1--
14,HABANO-2--
14,HABANO-21--
14,HABANO-71--
13,HALLAZGO-11--
14,HALLAZGO-12--
14,HALLAZGO-121--
14,HALLAZGO-13--
14,HALLAZGO-15--
12,HALLAZGO-16--
12,HALLAZGO-18-A
14,HALLAZGO-36--
13,HALLAZGO-4--
14,HALLAZGO-41--
12,HALLAZGO-48--
13,HALLAZGO-49--
14,HALLAZGO-5--
14,HALLAZGO-50--
13,HALLAZGO-52--
14,HALLAZGO-53-A
14,HALLAZGO-6--
13,HALLAZGO-60--
14,HALLAZGO-61--
14,HALLAZGO-64--
13,HALLAZGO-68--
1,HALLAZGO-76--
14,HALLAZGO-8--
14,HALLAZGO-87--
14,HALLAZGO-94--
14,HIDALGO-501--
14,HIDALGO-502--
14,HIDALGO-510M-
14,HIDALGO-520M-
14,HOMOL-1--
14,HOMOL-102--
14,HOMOL-21--
14,HOMOL-3--
14,HOMOL-4--
13,HOMOL-41--
14,HOMOL-45--
14,HOMOL-47--
14,HOMOL-49--
4,HOMOL-63--
14,HORCON-112--
14,HORCON-117--
14,HORCON-125--
14,HORCONES-118--
14,HORCONES-231--
14,HORCONES-233--
14,HORCONES-251--
13,HORCONES-253--
13,HORCONES-272--
13,HORCONES-273--
9,HORCONES-295--
13,HORCONES-296--
14,HORCONES-306--
2,HORCONES-326--
7,HORCONES-332--
14,HORCONES-343--
13,HORCONES-347--
14,HORCONES-361--
13,HORCONES-365--
12,HORCONES-367--
14,HORCONES-371--
13,HORCONES-376--
10,HORCONES-381--
14,HORCONES-382--
14,HORCONES-385--
13,HORCONES-386--
14,HORCONES-546--
13,HORCONES-611--
14,HORCONES-624--
13,HORCONES-633--
12,HORCONES-8127--
15,HORMIGUERO-13-A
14,HORMIGUERO-1D-
14,HORMIGUERO-2--
1,HORMIGUERO-2D-
1,HORMIGUERO-4--
1,HORMIGUERO-4D-
14,HORMIGUERO-55--
15,HORMIGUERO-63--
14,HORMIGUERO-66--
14,HORMIGUERO-67--
14,HORMIGUERO-68--
14,HORMIGUERO-8--
14,HORMIGUERO-9--
14,HUATEMPO-45--
14,HUATEMPO-46--
14,HUATEMPO-49--
14,HUATEMPO-51--
14,HUATEMPO-52--
14,HUATEMPO-67--
1,HUEHUETEPEC-1--
1,HUEHUETEPEC-3--
14,HUIZACHE-14--
14,HUIZACHE-20--
14,HUIZACHE-24--
13,HUIZACHE-3--
14,HUIZACHE-4--
14,HUIZACHE-40--
14,HUIZOTATE-10--
14,HUIZOTATE-8--
13,HUMAPA-1002--
13,HUMAPA-1003--
8,HUMAPA-1005--
13,HUMAPA-1007--
14,HUMAPA-1009--
13,HUMAPA-1013--
14,HUMAPA-1015--
14,HUMAPA-1017--
14,HUMAPA-1019--
14,HUMAPA-1023--
10,HUMAPA-1024--
13,HUMAPA-1025--
14,HUMAPA-1026--
14,HUMAPA-1027--
14,HUMAPA-1029--
4,HUMAPA-1035--
14,HUMAPA-1037--
13,HUMAPA-1039--
14,HUMAPA-1041--
14,HUMAPA-1043--
14,HUMAPA-1044--
3,HUMAPA-1047--
14,HUMAPA-1049--
14,HUMAPA-1055--
13,HUMAPA-1062--
14,HUMAPA-1066--
1,HUMAPA-1074--
14,HUMAPA-1077--
14,HUMAPA-1082--
14,HUMAPA-1083--
1,HUMAPA-1084--
14,HUMAPA-1091--
14,HUMAPA-1092--
4,HUMAPA-1218--
13,HUMAPA-1234--
14,HUMAPA-1238--
14,HUMAPA-1296--
14,HUMAPA-1303--
12,HUMAPA-1305--
13,HUMAPA-1345--
14,HUMAPA-1348--
14,HUMAPA-1361--
14,HUMAPA-1363--
14,HUMAPA-1365--
14,HUMAPA-1368--
14,HUMAPA-1381--
13,HUMAPA-1383--
14,HUMAPA-1385--
1,HUMAPA-1386--
14,HUMAPA-1398--
12,HUMAPA-1404--
14,HUMAPA-1416--
13,HUMAPA-1418--
13,HUMAPA-1431--
13,HUMAPA-1432--
1,HUMAPA-1433--
1,HUMAPA-1434--
14,HUMAPA-1436--
14,HUMAPA-1442--
14,HUMAPA-1452--
13,HUMAPA-1453--
10,HUMAPA-1456--
13,HUMAPA-1458--
14,HUMAPA-1471--
14,HUMAPA-1478--
8,HUMAPA-1481--
14,HUMAPA-1482--
14,HUMAPA-1484--
10,HUMAPA-1493--
14,HUMAPA-1494--
14,HUMAPA-1496--
14,HUMAPA-1498--
3,HUMAPA-1601--
13,HUMAPA-1602--
14,HUMAPA-1603--
13,HUMAPA-1604--
12,HUMAPA-1606--
3,HUMAPA-1607--
5,HUMAPA-1608--
3,HUMAPA-1611--
3,HUMAPA-1612--
12,HUMAPA-1614--
8,HUMAPA-1615--
1,HUMAPA-1617--
14,HUMAPA-1621--
14,HUMAPA-1622--
14,HUMAPA-1624--
14,HUMAPA-1626--
14,HUMAPA-1628--
14,HUMAPA-1630--
14,HUMAPA-1635--
13,HUMAPA-1637--
13,HUMAPA-1638--
14,HUMAPA-1639--
1,HUMAPA-1641--
14,HUMAPA-1642--
14,HUMAPA-1643--
14,HUMAPA-1644--
14,HUMAPA-1646--
10,HUMAPA-1647--
13,HUMAPA-1648--
14,HUMAPA-1651--
1,HUMAPA-1657--
14,HUMAPA-1659--
13,HUMAPA-1661--
14,HUMAPA-1662--
14,HUMAPA-1664--
14,HUMAPA-1665--
13,HUMAPA-1666--
14,HUMAPA-1667--
14,HUMAPA-1668--
14,HUMAPA-1669--
13,HUMAPA-1675--
13,HUMAPA-1677--
10,HUMAPA-1679--
13,HUMAPA-1681--
10,HUMAPA-1682--
3,HUMAPA-1683--
14,HUMAPA-1685--
14,HUMAPA-1686--
1,HUMAPA-1687--
14,HUMAPA-1689--
14,HUMAPA-1691--
14,HUMAPA-1708--
14,HUMAPA-1725--
1,HUMAPA-1742--
14,HUMAPA-1744--
1,HUMAPA-1754--
1,HUMAPA-1762--
13,HUMAPA-1764--
14,HUMAPA-1766--
14,HUMAPA-1768--
13,HUMAPA-1771--
13,HUMAPA-1776--
13,HUMAPA-1781--
13,HUMAPA-1782--
1,HUMAPA-1784--
13,HUMAPA-1786--
13,HUMAPA-1788--
10,HUMAPA-1793--
14,HUMAPA-1794--
14,HUMAPA-1796--
14,HUMAPA-2051--
14,HUMAPA-2070--
14,HUMAPA-2071--
14,HUMAPA-2073--
8,HUMAPA-2075--
14,HUMAPA-2093--
13,HUMAPA-2095--
14,HUMAPA-2295--
14,HUMAPA-289--
1,HUMAPA-3201--
13,HUMAPA-3202--
1,HUMAPA-3203--
1,HUMAPA-3205--
14,HUMAPA-3206--
14,HUMAPA-3207--
13,HUMAPA-3209--
14,HUMAPA-3211--
14,HUMAPA-3212--
13,HUMAPA-3213--
12,HUMAPA-3215--
14,HUMAPA-3218--
13,HUMAPA-3219--
3,HUMAPA-3222--
14,HUMAPA-3223--
14,HUMAPA-3224--
14,HUMAPA-3231--
14,HUMAPA-3232--
13,HUMAPA-3235--
1,HUMAPA-3237--
10,HUMAPA-3239--
1,HUMAPA-3242--
10,HUMAPA-3247--
13,HUMAPA-3251--
14,HUMAPA-3253--
14,HUMAPA-3255--
14,HUMAPA-3257--
9,HUMAPA-3259--
14,HUMAPA-3273--
14,HUMAPA-3275--
10,HUMAPA-3277--
1,HUMAPA-3279--
14,HUMAPA-3509--
1,HUMAPA-4001--
14,HUMAPA-4002--
14,HUMAPA-4004--
12,HUMAPA-4005--
14,HUMAPA-4007--
3,HUMAPA-4008--
9,HUMAPA-4011--
14,HUMAPA-4012--
1,HUMAPA-4014--
7,HUMAPA-4015--
5,HUMAPA-4016--
14,HUMAPA-4017--
13,HUMAPA-4018--
14,HUMAPA-4031--
12,HUMAPA-4032--
14,HUMAPA-4033--
14,HUMAPA-4034--
14,HUMAPA-4035--
1,HUMAPA-4036--
14,HUMAPA-4037--
1,HUMAPA-4038--
9,HUMAPA-4039--
13,HUMAPA-4051--
1,HUMAPA-4052--
13,HUMAPA-4053--
14,HUMAPA-4055--
14,HUMAPA-4056--
14,HUMAPA-4057--
14,HUMAPA-4059--
1,HUMAPA-4070--
14,HUMAPA-4071--
14,HUMAPA-4072--
1,HUMAPA-4073--
13,HUMAPA-4074--
14,HUMAPA-4075--
14,HUMAPA-4076--
1,HUMAPA-4077--
14,HUMAPA-4078--
7,HUMAPA-4079--
14,HUMAPA-4091--
13,HUMAPA-4092--
11,HUMAPA-4094--
13,HUMAPA-4095--
14,HUMAPA-4096--
14,HUMAPA-4097--
1,HUMAPA-4099--
5,HUMAPA-4102--
14,HUMAPA-4114--
14,HUMAPA-4156--
14,HUMAPA-4158--
1,HUMAPA-4174--
13,HUMAPA-4178--
14,HUMAPA-4192--
13,HUMAPA-4195--
1,HUMAPA-4196--
14,HUMAPA-4197--
13,HUMAPA-4198--
13,HUMAPA-4201--
13,HUMAPA-4204--
14,HUMAPA-4212--
14,HUMAPA-4216--
1,HUMAPA-4236--
1,HUMAPA-4254--
13,HUMAPA-4256--
14,HUMAPA-4264--
8,HUMAPA-4265--
12,HUMAPA-4272--
14,HUMAPA-4274--
14,HUMAPA-4276--
14,HUMAPA-4278--
9,HUMAPA-4281--
3,HUMAPA-4283--
14,HUMAPA-4285--
12,HUMAPA-4287--
14,HUMAPA-4288--
1,HUMAPA-4292--
1,HUMAPA-4294--
13,HUMAPA-4296--
1,HUMAPA-4298--
14,HUMAPA-4501--
14,HUMAPA-4503--
14,HUMAPA-4504--
3,HUMAPA-4512--
14,HUMAPA-4521--
13,HUMAPA-4522--
13,HUMAPA-4524--
12,HUMAPA-4526--
14,HUMAPA-4542--
14,HUMAPA-4544--
14,HUMAPA-4569--
10,HUMAPA-513--
14,HUMAPA-515--
1,HUMAPA-519--
10,HUMAPA-521--
14,HUMAPA-527--
14,HUMAPA-535--
14,HUMAPA-537--
14,HUMAPA-539--
14,HUMAPA-545--
1,HUMAPA-575--
1,HUMAPA-577--
14,HUMAPA-597--
10,HUMAPA-599--
14,HUMAPA-801--
13,HUMAPA-802--
11,HUMAPA-803--
12,HUMAPA-805--
13,HUMAPA-807--
10,HUMAPA-809--
13,HUMAPA-819--
12,HUMAPA-821--
3,HUMAPA-822--
14,HUMAPA-823--
14,HUMAPA-824--
12,HUMAPA-825--
12,HUMAPA-827--
14,HUMAPA-829--
12,HUMAPA-837--
9,HUMAPA-839--
14,HUMAPA-841--
14,HUMAPA-842--
3,HUMAPA-844--
14,HUMAPA-845--
1,HUMAPA-849--
12,HUMAPA-861--
14,HUMAPA-865--
14,HUMAPA-869--
1,HUMAPA-897--
13,HUMAPA-899--
14,HUMAPA-9014--
14,HUMAPA-9682--
1,HUMAPA-9684--
13,HUMAPA-9696--
14,INTEGRAL-1--
14,INTEGRAL-2--
12,INTEGRAL-3--
14,INTEGRAL-4--
14,INTEGRAL-7--
14,IRIDE-1108--
1,IRIDE-1118--
14,IRIDE-1124--
1,IRIDE-1128--
14,IRIDE-1136--
13,IRIDE-1140--
14,IRIDE-1141--
14,IRIDE-1143--
14,IRIDE-1148--
1,IRIDE-1156--
14,IRIDE-1158--
1,IRIDE-1166--
14,IRIDE-118--
5,IRIDE-146--
5,IRIDE-146D-
14,IRIDE-154--
14,IRIDE-156-A
14,IRIDE-158-A
14,IRIDE-166-B
3,IRIDE-2124--
13,IRIDE-2126--
14,IRIDE-2154--
14,IRIDE-2156--
14,IRIDE-2166--
14,IRIDE-3124--
14,IRIDE-5108--
14,IRIDE-5156--
14,IRIDE-6126--
14,IRIDE-6138--
1,IRIDE-7041--
14,ITA-28--
14,IXTAL-2--
14,IXTAL-21--
14,IXTAL-23--
13,IXTAL-34--
14,IXTAL-4--
14,IXTAL-45--
14,IXTAL-47--
14,IXTAL-5--
14,IXTAL-69--
14,IXTAL-83--
14,IXTAL-88-A
14,IXTAL-89--
14,IXTOC-12--
14,IXTOC-14--
14,IXTOC-15--
14,IXTOC-16--
14,IXTOC-17--
14,IXTOC-18--
14,IXTOC-19--
14,IXTOC-20--
8,IXTOC-21--
14,IXTOC-36--
13,IXTOC-76--
14,JABALINA-1--
13,JACINTO-1001--
13,JACINTO-1002-A
13,JACINTO-15--
14,JACINTO-2--
14,JACINTO-3-A
14,JANAMBRE-1--
12,JAPETO-1--
14,JARAGUAY-1--
14,JARDIN-28--
14,JAUJAL-1--
1,JAUJAL-2005--
14,JAUJAL-2011--
14,JAUJAL-2012--
14,JAUJAL-2022--
14,JAUJAL-2023--
14,JAUJAL-2024--
14,JAUJAL-2031--
14,JAUJAL-2034--
14,JAUJAL-5--
12,JAUJAL-57--
14,JAUJAL-81--
1,JAUJAL-97--
10,JILIAPA-101--
11,JILIAPA-102--
1,JILIAPA-104--
13,JILIAPA-107--
14,JILIAPA-11--
13,JILIAPA-110--
14,JILIAPA-112--
1,JILIAPA-12-A
14,JILIAPA-14--
14,JILIAPA-17--
14,JILIAPA-20--
13,JILIAPA-22--
14,JILIAPA-24--
14,JILIAPA-25-A
14,JILIAPA-31--
14,JILIAPA-36--
10,JILIAPA-37--
14,JILIAPA-39-A
14,JILIAPA-40--
14,JILIAPA-45--
13,JILIAPA-46--
14,JILIAPA-49--
14,JILIAPA-5--
13,JILIAPA-58--
11,JILIAPA-59--
14,JILIAPA-6--
9,JILIAPA-60--
14,JILIAPA-64--
13,JILIAPA-65--
13,JILIAPA-66--
14,JILIAPA-67--
14,JILIAPA-68--
14,JILIAPA-75--
14,JILIAPA-79--
14,JILIAPA-81--
3,JILIAPA-82--
14,JILIAPA-85--
14,JILIAPA-86--
14,JILIAPA-87--
1,JILIAPA-93--
9,JILIAPA-94--
14,JILIAPA-96--
14,JOLOTE-101--
14,JOLOTE-103--
14,JOLOTE-21C-
14,JOLOTE-43--
14,JOSE COLOMO-10--
14,JOSE COLOMO-102--
14,JOSE COLOMO-109--
14,JOSE COLOMO-10D-
1,JOSE COLOMO-29--
14,JOSE COLOMO-32--
14,JOSE COLOMO-414--
14,JOSE COLOMO-46--
14,JOSE COLOMO-47--
14,JOSE COLOMO-48--
14,JOSE COLOMO-49D-
14,JOSE COLOMO-5--
14,JOSE COLOMO-50--
14,JOSE COLOMO-60--
14,JOSE COLOMO-70--
14,JOSE COLOMO-70D-
14,JOSE COLOMO-71--
14,JOSE COLOMO-77--
14,JOSE COLOMO-80--
14,JOSE COLOMO-82--
14,JOSE COLOMO-84--
14,JOSE COLOMO-84D-
14,JOSE COLOMO-85--
14,JOSE COLOMO-85D-
14,JOSE COLOMO-98--
14,JOSE COLOMO-99--
14,JUAN FELIPE-104--
14,JUAN FELIPE-106--
14,JUAN FELIPE-112--
14,JUAN FELIPE-117--
13,JUAN FELIPE-118--
13,JUAN FELIPE-119--
13,JUAN FELIPE-123--
14,JUAN FELIPE-125--
14,JUAN FELIPE-127-A
14,JUAN FELIPE-129--
13,JUAN FELIPE-131--
14,JUAN FELIPE-132--
1,JUAN FELIPE-133--
14,JUAN FELIPE-135--
14,JUAN FELIPE-139--
14,JUAN FELIPE-141--
13,JUAN FELIPE-142--
14,JUAN FELIPE-143--
14,JUAN FELIPE-144--
12,JUAN FELIPE-146--
14,JUAN FELIPE-150--
14,JUAN FELIPE-151--
13,JUJO-13-A
14,JUJO-16--
14,JUJO-18--
14,JUJO-23-B
12,JUJO-24--
6,JUJO-25--
13,JUJO-32--
5,JUJO-34--
14,JUJO-36-A
14,JUJO-38--
14,JUJO-502-A
14,JUJO-506--
13,JUJO-513-A
14,JUJO-52-A
14,JUJO-522--
14,JUJO-524--
14,JUJO-532--
14,JUJO-543--
14,JUJO-547--
1,JUJO-552--
14,JUJO-58--
14,JUJO-6--
14,JUJO-612--
12,JUJO-652--
12,JUJO-701--
14,JUJO-852--
13,JUJO-863--
1,JUNIOR-1--
12,JUSPI-1003--
12,JUSPI-1004--
14,JUSPI-1009-A
14,JUSPI-101-A
1,JUSPI-1010--
14,KAB-101--
14,KAB-103-B
14,KAB-106--
12,KAB-16--
1,KAB-33--
13,KAB-38--
12,KAB-43--
14,KABUKI-1--
13,KABUKI-11--
14,KABUKI-12--
2,KABUKI-14--
14,KABUKI-22--
14,KABUKI-31--
14,KABUKI-32--
14,KABUKI-52--
14,KAMBESAH-2--
14,KAMBESAH-3--
14,KAMBESAH-4--
14,KAMBESAH-5--
14,KAMBESAH-6--
14,KANAAB-101--
1,KANAAB-101-A
14,KANAAB-104--
14,KANAAB-125--
14,KAX-11--
14,KAX-6--
14,KIBO-11--
14,KIBO-14--
14,KRIPTON-12--
14,KRIPTON-12D-
14,KRIPTON-13--
14,KRIPTON-14--
13,KRIPTON-15D-
14,KRIPTON-16--
14,KRIPTON-19--
1,KRIPTON-1D-
14,KRIPTON-2--
13,KRIPTON-4--
12,KRIPTON-6--
14,KRIPTON-7--
14,KRIPTON-9--
14,KU-10--
13,KU-1001--
14,KU-1271--
14,KU-1272--
14,KU-1273--
14,KU-1275--
13,KU-1277--
14,KU-1278--
14,KU-1280--
14,KU-1282--
14,KU-128D-
14,KU-1292--
1,KU-1293--
13,KU-1293D-
14,KU-1295--
14,KU-1297--
13,KU-1299--
14,KU-21--
14,KU-22--
14,KU-23--
3,KU-25--
14,KU-26--
13,KU-27--
13,KU-288--
5,KU-32--
8,KU-35--
13,KU-401--
14,KU-41--
14,KU-42--
14,KU-43--
14,KU-44--
1,KU-45D-
14,KU-46--
3,KU-5--
8,KU-50--
1,KU-52--
13,KU-55--
1,KU-60--
14,KU-61--
14,KU-61D-
13,KU-62--
3,KU-63--
1,KU-63D-
14,KU-64--
14,KU-65--
13,KU-65-D
5,KU-66--
14,KU-67D-
13,KU-69--
1,KU-69D-
14,KU-7--
13,KU-75--
13,KU-81--
1,KU-82D-
14,KU-83--
14,KU-83D-
14,KU-84--
14,KU-84-D
14,KU-85--
3,KU-85D-
14,KU-87--
14,KU-87D-
13,KU-89--
14,KU-9--
10,KUIL-1--
14,KUIL-11--
11,KUIL-15--
14,KUIL-19--
3,KUIL-20--
14,KUIL-21--
14,KUIL-22--
14,KUIL-26--
14,KUIL-3--
1,KUIL-5--
10,KUIL-7--
14,KUIL-9--
3,KUTZ-1275--
14,KUTZ-1277--
1,LA CENTRAL-302--
13,LA CENTRAL-335--
3,LA CENTRAL-403--
3,LA LAJA-1-B
3,LA LAJA-6-A
3,LA LAJA-8--
13,LACAMANGO-109--
14,LACAMANGO-12--
14,LACAMANGO-135--
14,LACAMANGO-2--
14,LACAMANGO-21--
1,LACAMANGO-24--
14,LACAMANGO-26--
14,LACAMANGO-311--
13,LACAMANGO-354--
1,LACAMANGO-355--
14,LACAMANGO-371--
14,LACAMANGO-390--
14,LACAMANGO-391--
14,LACAMANGO-393--
13,LACAMANGO-4--
1,LACAMANGO-431--
14,LACAMANGO-8--
15,LANKAHUASA-1--
14,LANKAHUASA-11--
14,LANKAHUASA-12--
15,LANKAHUASA-2--
1,LANKAHUASA-21--
14,LAS CAÑAS-2--
14,LEVITA-1--
13,LIMON-11--
13,LIMON-124--
5,LIMON-14--
14,LIMON-32--
9,LIMON-38--
9,LIMON-42--
1,LIMON-46--
1,LIMON-58--
13,LIMON-62--
1,LIMON-80--
9,LIMON-94--
8,LIMONARIA-101--
1,LINCER-1--
14,LIZAMBA-1002--
14,LIZAMBA-1004--
12,LIZAMBA-12--
1,LIZAMBA-132--
14,LIZAMBA-14--
14,LIZAMBA-16--
14,LIZAMBA-213--
13,LIZAMBA-215--
13,LIZAMBA-217--
14,LIZAMBA-221--
14,LIZAMBA-23--
14,LIZAMBA-235--
14,LIZAMBA-237--
14,LIZAMBA-24--
1,LIZAMBA-25--
14,LIZAMBA-26--
1,LIZAMBA-28--
1,LIZAMBA-311--
1,LIZAMBA-351--
13,LIZAMBA-41--
14,LIZAMBA-416--
14,LIZAMBA-42--
14,LIZAMBA-44--
14,LIZAMBA-46--
14,LIZAMBA-47--
13,LIZAMBA-61--
1,LIZAMBA-62--
14,LIZAMBA-65--
14,LIZAMBA-85--
1,LOBINA-1--
14,LOBO-10--
14,LOBO-100--
14,LOBO-102--
14,LOBO-11--
14,LOBO-15--
14,LOBO-16--
14,LOBO-30--
14,LOBO-6--
14,LOMITAS-107D-
14,LOMITAS-170D-
13,LOMITAS-171D-
14,LOMITAS-174D-
14,LOMITAS-175D-
14,LOMITAS-176D-
14,LOMITAS-193--
14,LOMITAS-251--
13,LOMITAS-253--
4,LOMITAS-255--
14,LOMITAS-256--
14,LOMITAS-267--
14,LOMITAS-269--
14,LOMITAS-270--
14,LOMITAS-272--
12,LOMITAS-274--
14,LOMITAS-277--
14,LOMITAS-284--
14,LOMITAS-285--
14,LOMITAS-291--
14,LOMITAS-310--
14,LOMITAS-312--
7,LOMITAS-317--
14,LOMITAS-330--
14,LOMITAS-331--
14,LOMITAS-333--
13,LOMITAS-334--
14,LOMITAS-408--
12,LOS SOLDADOS-144--
14,LOS SOLDADOS-15--
14,LOS SOLDADOS-161--
14,LOS SOLDADOS-26--
1,LOS SOLDADOS-43--
1,LOS SOLDADOS-449--
14,LOS SOLDADOS-450--
13,LOS SOLDADOS-451--
14,LOS SOLDADOS-452--
13,LOS SOLDADOS-453--
13,LOS SOLDADOS-454-A
14,LOS SOLDADOS-455--
14,LOS SOLDADOS-474--
14,LOS SOLDADOS-474D-
13,LOS SOLDADOS-475--
10,LOS SOLDADOS-476--
13,LOS SOLDADOS-477--
5,LOS SOLDADOS-478--
14,LOS SOLDADOS-478D-
14,LOS SOLDADOS-479--
13,LOS SOLDADOS-481--
14,LOS SOLDADOS-482--
14,LOS SOLDADOS-483--
13,LOS SOLDADOS-483D-
3,LOS SOLDADOS-484--
3,LOS SOLDADOS-485--
13,LOS SOLDADOS-486--
13,LOS SOLDADOS-487--
14,LOS SOLDADOS-489--
13,LOS SOLDADOS-489D-
14,LOS SOLDADOS-490--
14,LOS SOLDADOS-491--
14,LOS SOLDADOS-492-A
14,LOS SOLDADOS-493--
13,LOS SOLDADOS-494--
14,LOS SOLDADOS-495--
14,LOS SOLDADOS-496--
14,LOS SOLDADOS-497--
13,LOS SOLDADOS-498--
14,LOS SOLDADOS-499--
14,LOS SOLDADOS-500--
13,LOS SOLDADOS-501--
14,LOS SOLDADOS-502--
13,LOS SOLDADOS-503--
13,LOS SOLDADOS-504--
1,LOS SOLDADOS-859--
14,LUM-1--
9,LUM-1DL
14,LUM-2--
14,LUNA-121--
11,LUNA-16--
14,LUNA-18--
13,LUNA-34--
1,MACUILE-2--
13,MACUILE-4--
12,MACUILE-5--
14,MACUILE-6--
13,MADERA-1002--
13,MADERACEO-1--
1,MADERACEO-51--
14,MADREFIL-1--
14,MADREFIL-11--
13,MADREFIL-3-A
7,MADREFIL-32--
14,MADREFIL-51--
14,MADREFIL-61--
11,MADREFIL-62--
14,MALOOB-205--
14,MALOOB-207--
14,MALOOB-233--
14,MALOOB-240--
14,MALOOB-309-D
14,MALOOB-329D-
14,MALOOB-337--
14,MALOOB-339--
12,MALOOB-341--
14,MALOOB-343--
14,MALOOB-357--
14,MALOOB-359--
14,MALOOB-379--
14,MALOOB-401D-
14,MALOOB-402--
14,MALOOB-403--
14,MALOOB-403D-
14,MALOOB-404--
14,MALOOB-405--
14,MALOOB-405D-
14,MALOOB-406--
14,MALOOB-407--
14,MALOOB-408--
14,MALOOB-409--
14,MALOOB-411--
14,MALOOB-412--
14,MALOOB-413--
14,MALOOB-414--
14,MALOOB-415--
13,MALOOB-415D-
14,MALOOB-416--
14,MALOOB-417--
14,MALOOB-418--
14,MALOOB-419--
14,MALOOB-421--
14,MALOOB-421D-
14,MALOOB-423--
14,MALOOB-423D-
14,MALOOB-424--
14,MALOOB-425--
14,MALOOB-426--
14,MALOOB-427--
14,MALOOB-427D-
14,MALOOB-428D-
14,MALOOB-429--
14,MALOOB-429D-
14,MALOOB-431--
14,MALOOB-432--
14,MALOOB-433D-
14,MALOOB-434--
14,MALOOB-435D-
14,MALOOB-437--
14,MALOOB-438--
14,MALOOB-441--
14,MALOOB-442--
14,MALOOB-445--
14,MALOOB-447--
14,MALOOB-449--
13,MALOOB-451--
14,MALOOB-454--
14,MALOOB-455D-
14,MALOOB-456--
14,MALOOB-457--
14,MALOOB-458--
12,MALOOB-459--
14,MALOOB-461--
14,MALOOB-467--
14,MALOOB-469--
14,MALOOB-476--
14,MALOOB-478--
11,MALOOB-481--
9,MALOOB-482--
6,MALOOB-483--
14,MALOOB-487--
14,MALOOB-492D-
14,MALOOB-494D-
14,MALOOB-50--
14,MALOOB-51--
14,MALOOB-97--
5,MALVA-85--
14,MANDARIN-1--
14,MANIK-1--
14,MANIK-12--
13,MANIK-15--
10,MANIK-5--
14,MANUEL AVILA CAMACHO-122--
14,MARATIN-1--
5,MAREOGRAFO-100--
5,MAREOGRAFO-104--
5,MAREOGRAFO-106--
5,MAREOGRAFO-108--
5,MAREOGRAFO-110--
5,MAREOGRAFO-111--
5,MAREOGRAFO-113--
5,MAREOGRAFO-114--
5,MAREOGRAFO-115H-
5,MAREOGRAFO-124--
5,MAREOGRAFO-129--
5,MAREOGRAFO-163--
5,MAREOGRAFO-165--
5,MAREOGRAFO-97--
5,MAREOGRAFO-98--
5,MAREOGRAFO-99--
12,MARQUES-1--
14,MARSOPA-18--
14,MARSOPA-5--
14,MASTER-1--
1,MASTER-11--
13,MATA PIONCHE-1--
14,MATA PIONCHE-1002--
14,MATA PIONCHE-1036--
14,MATA PIONCHE-1052--
14,MATA PIONCHE-1092--
14,MATA PIONCHE-12--
14,MATA PIONCHE-143--
14,MATA PIONCHE-161--
14,MATA PIONCHE-163--
14,MATA PIONCHE-181--
14,MATA PIONCHE-2012--
14,MATA PIONCHE-2034--
14,MATA PIONCHE-2071--
8,MATA PIONCHE-2091--
14,MATA PIONCHE-2141--
13,MATA PIONCHE-2161--
14,MATA PIONCHE-2181--
14,MATA PIONCHE-406--
13,MATA PIONCHE-407--
5,MATA PIONCHE-408--
14,MATA PIONCHE-429--
13,MATA PIONCHE-56--
14,MATA PIONCHE-91--
14,MAY-1--
14,MAY-13--
14,MAY-135--
14,MAY-15--
14,MAY-1DL
14,MAY-3--
14,MAY-37--
14,MAY-4--
14,MAY-42--
14,MAY-51--
14,MAY-53--
14,MAY-57--
1,MAY-6--
1,MAY-7--
14,MECATEPEC-10--
14,MECATEPEC-104--
14,MECATEPEC-108--
14,MECATEPEC-110--
13,MECATEPEC-111--
14,MECATEPEC-114--
13,MECATEPEC-116--
13,MECATEPEC-118--
13,MECATEPEC-13--
13,MECATEPEC-19--
1,MECATEPEC-21--
14,MECATEPEC-44--
14,MECATEPEC-45--
14,MECATEPEC-62--
14,MECATEPEC-63--
3,MECATEPEC-66--
3,MECATEPEC-70--
14,MECATEPEC-76--
14,MECATEPEC-78--
14,MECATEPEC-85--
13,MECATEPEC-86--
14,MECATEPEC-88--
3,MECATEPEC-900--
14,MECATEPEC-91--
9,MECATEPEC-92--
14,MECATEPEC-97--
1,MECATEPEC-98-A
14,MECATEPEC-99--
14,MECAYUCAN-1001--
14,MECAYUCAN-101--
14,MECAYUCAN-11--
14,MECAYUCAN-131--
