observaciones,pozos
14,CUITLAHUAC-996--
14,CULEBRA-10--
14,CULEBRA-1005--
14,CULEBRA-101--
14,CULEBRA-1023--
14,CULEBRA-103--
12,CULEBRA-106--
14,CULEBRA-109--
14,CULEBRA-110--
14,CULEBRA-111--
14,CULEBRA-112--
14,CULEBRA-113--
14,CULEBRA-120--
14,CULEBRA-133--
14,CULEBRA-137--
12,CULEBRA-139--
14,CULEBRA-143--
14,CULEBRA-145--
14,CULEBRA-153--
14,CULEBRA-160--
14,CULEBRA-161--
13,CULEBRA-162--
14,CULEBRA-163--
3,CULEBRA-164--
14,CULEBRA-168--
14,CULEBRA-169--
14,CULEBRA-171--
3,CULEBRA-172--
14,CULEBRA-175--
12,CULEBRA-176--
14,CULEBRA-179--
14,CULEBRA-181--
3,CULEBRA-189--
3,CULEBRA-190--
1,CULEBRA-193--
14,CULEBRA-1D-
14,CULEBRA-200--
13,CULEBRA-201--
14,CULEBRA-202-B
14,CULEBRA-206--
14,CULEBRA-209--
14,CULEBRA-213--
14,CULEBRA-214--
14,CULEBRA-220--
14,CULEBRA-221--
14,CULEBRA-222--
14,CULEBRA-223--
14,CULEBRA-225--
14,CULEBRA-226--
14,CULEBRA-229--
14,CULEBRA-231--
14,CULEBRA-232--
14,CULEBRA-233--
14,CULEBRA-234--
3,CULEBRA-235--
14,CULEBRA-236--
14,CULEBRA-238--
13,CULEBRA-24--
14,CULEBRA-241--
14,CULEBRA-242--
14,CULEBRA-243--
14,CULEBRA-244--
14,CULEBRA-245--
13,CULEBRA-246--
14,CULEBRA-247--
14,CULEBRA-248--
14,CULEBRA-249--
14,CULEBRA-250--
14,CULEBRA-251--
14,CULEBRA-252--
14,CULEBRA-253--
14,CULEBRA-256--
14,CULEBRA-257--
13,CULEBRA-263--
13,CULEBRA-264--
14,CULEBRA-268--
14,CULEBRA-269--
13,CULEBRA-270--
14,CULEBRA-271--
14,CULEBRA-272--
14,CULEBRA-273D-
14,CULEBRA-276--
14,CULEBRA-277--
14,CULEBRA-278--
14,CULEBRA-279--
14,CULEBRA-281--
14,CULEBRA-282--
14,CULEBRA-283--
14,CULEBRA-284--
13,CULEBRA-285--
14,CULEBRA-286--
14,CULEBRA-287--
1,CULEBRA-287D-
14,CULEBRA-289--
14,CULEBRA-290D-
14,CULEBRA-291--
14,CULEBRA-294--
14,CULEBRA-295--
14,CULEBRA-296--
14,CULEBRA-297--
14,CULEBRA-298--
14,CULEBRA-299--
13,CULEBRA-2D-
14,CULEBRA-301--
14,CULEBRA-306--
14,CULEBRA-308--
13,CULEBRA-309--
13,CULEBRA-310--
14,CULEBRA-312--
14,CULEBRA-313--
14,CULEBRA-314--
14,CULEBRA-315--
14,CULEBRA-316--
14,CULEBRA-317--
14,CULEBRA-318--
13,CULEBRA-319--
14,CULEBRA-320--
14,CULEBRA-321--
14,CULEBRA-322--
14,CULEBRA-323--
14,CULEBRA-324--
14,CULEBRA-325--
13,CULEBRA-326--
14,CULEBRA-327--
14,CULEBRA-328--
13,CULEBRA-329--
13,CULEBRA-33--
14,CULEBRA-330--
14,CULEBRA-331--
14,CULEBRA-332--
14,CULEBRA-333--
14,CULEBRA-334--
14,CULEBRA-336--
14,CULEBRA-337--
14,CULEBRA-338--
14,CULEBRA-339--
13,CULEBRA-340--
14,CULEBRA-343--
14,CULEBRA-345--
14,CULEBRA-346--
14,CULEBRA-347--
14,CULEBRA-348--
14,CULEBRA-349--
14,CULEBRA-350--
14,CULEBRA-352--
14,CULEBRA-353--
14,CULEBRA-356--
14,CULEBRA-360--
14,CULEBRA-361--
13,CULEBRA-362--
14,CULEBRA-363--
14,CULEBRA-364--
14,CULEBRA-365--
14,CULEBRA-366--
14,CULEBRA-367--
14,CULEBRA-368--
14,CULEBRA-369--
14,CULEBRA-37--
14,CULEBRA-373--
13,CULEBRA-374--
14,CULEBRA-375--
14,CULEBRA-376--
14,CULEBRA-377--
14,CULEBRA-378--
14,CULEBRA-379--
14,CULEBRA-380--
14,CULEBRA-381--
14,CULEBRA-382--
13,CULEBRA-383--
14,CULEBRA-384--
14,CULEBRA-386--
14,CULEBRA-387--
14,CULEBRA-388--
14,CULEBRA-390--
1,CULEBRA-391--
14,CULEBRA-392--
14,CULEBRA-393--
13,CULEBRA-394--
14,CULEBRA-395--
14,CULEBRA-396--
13,CULEBRA-397--
13,CULEBRA-398--
14,CULEBRA-401--
14,CULEBRA-402--
14,CULEBRA-403--
14,CULEBRA-404--
13,CULEBRA-41--
14,CULEBRA-410--
14,CULEBRA-412--
14,CULEBRA-413--
14,CULEBRA-42--
14,CULEBRA-422--
14,CULEBRA-43--
3,CULEBRA-434--
12,CULEBRA-442--
14,CULEBRA-46--
14,CULEBRA-471--
14,CULEBRA-491--
14,CULEBRA-500--
13,CULEBRA-501--
14,CULEBRA-502--
14,CULEBRA-504--
14,CULEBRA-505--
14,CULEBRA-506--
14,CULEBRA-507D-
14,CULEBRA-508--
14,CULEBRA-52--
14,CULEBRA-522--
14,CULEBRA-540--
14,CULEBRA-541--
14,CULEBRA-542--
14,CULEBRA-543--
14,CULEBRA-544--
14,CULEBRA-545--
14,CULEBRA-546--
14,CULEBRA-547--
14,CULEBRA-548--
13,CULEBRA-550--
14,CULEBRA-551--
14,CULEBRA-553--
3,CULEBRA-554--
13,CULEBRA-555--
14,CULEBRA-556--
14,CULEBRA-557--
14,CULEBRA-558--
14,CULEBRA-559--
14,CULEBRA-560--
13,CULEBRA-563--
13,CULEBRA-565--
14,CULEBRA-566--
14,CULEBRA-567--
14,CULEBRA-57--
14,CULEBRA-570--
14,CULEBRA-571--
14,CULEBRA-572--
14,CULEBRA-573--
13,CULEBRA-574--
14,CULEBRA-575--
14,CULEBRA-57D-
14,CULEBRA-581--
14,CULEBRA-600--
13,CULEBRA-601--
14,CULEBRA-602--
14,CULEBRA-603--
14,CULEBRA-604--
13,CULEBRA-605--
13,CULEBRA-609--
13,CULEBRA-610--
14,CULEBRA-611--
1,CULEBRA-612--
13,CULEBRA-613--
13,CULEBRA-614--
14,CULEBRA-615--
14,CULEBRA-616--
13,CULEBRA-617--
14,CULEBRA-619--
14,CULEBRA-62--
14,CULEBRA-620--
14,CULEBRA-621--
14,CULEBRA-622--
13,CULEBRA-623--
14,CULEBRA-625--
14,CULEBRA-627--
14,CULEBRA-628--
14,CULEBRA-630--
14,CULEBRA-631--
14,CULEBRA-632--
14,CULEBRA-633--
14,CULEBRA-635--
14,CULEBRA-636--
14,CULEBRA-638--
14,CULEBRA-640--
14,CULEBRA-642--
14,CULEBRA-644--
14,CULEBRA-645--
13,CULEBRA-645D-
14,CULEBRA-646--
13,CULEBRA-647--
14,CULEBRA-648--
14,CULEBRA-650--
14,CULEBRA-652--
14,CULEBRA-653--
14,CULEBRA-654--
14,CULEBRA-655--
14,CULEBRA-656--
14,CULEBRA-658--
14,CULEBRA-659--
14,CULEBRA-66--
14,CULEBRA-660--
14,CULEBRA-661--
14,CULEBRA-662--
14,CULEBRA-663--
14,CULEBRA-664--
14,CULEBRA-665--
14,CULEBRA-665D-
14,CULEBRA-666--
14,CULEBRA-667--
14,CULEBRA-669--
14,CULEBRA-670--
14,CULEBRA-672--
14,CULEBRA-673--
14,CULEBRA-674--
14,CULEBRA-678--
14,CULEBRA-679--
14,CULEBRA-680--
14,CULEBRA-681--
14,CULEBRA-682--
14,CULEBRA-685--
14,CULEBRA-686--
14,CULEBRA-688--
14,CULEBRA-69--
1,CULEBRA-693--
14,CULEBRA-694--
14,CULEBRA-695--
14,CULEBRA-696--
14,CULEBRA-697--
14,CULEBRA-698--
14,CULEBRA-699--
14,CULEBRA-701--
14,CULEBRA-702--
14,CULEBRA-703--
14,CULEBRA-707--
14,CULEBRA-709--
14,CULEBRA-710--
13,CULEBRA-712--
14,CULEBRA-713--
13,CULEBRA-714--
14,CULEBRA-715--
14,CULEBRA-72--
14,CULEBRA-720--
14,CULEBRA-723--
14,CULEBRA-724--
14,CULEBRA-725--
14,CULEBRA-726--
14,CULEBRA-730--
14,CULEBRA-734--
14,CULEBRA-735--
14,CULEBRA-736--
14,CULEBRA-741--
14,CULEBRA-742--
14,CULEBRA-745--
14,CULEBRA-746--
13,CULEBRA-747--
14,CULEBRA-748--
14,CULEBRA-749--
14,CULEBRA-750--
14,CULEBRA-77--
13,CULEBRA-770--
14,CULEBRA-771--
14,CULEBRA-772--
14,CULEBRA-773--
13,CULEBRA-774--
14,CULEBRA-775--
14,CULEBRA-78--
13,CULEBRA-782--
14,CULEBRA-79--
13,CULEBRA-80--
13,CULEBRA-803--
1,CULEBRA-804--
14,CULEBRA-806--
14,CULEBRA-807--
14,CULEBRA-808--
14,CULEBRA-809--
13,CULEBRA-81--
14,CULEBRA-811--
14,CULEBRA-813--
14,CULEBRA-814--
14,CULEBRA-816--
14,CULEBRA-817--
1,CULEBRA-818--
14,CULEBRA-819--
3,CULEBRA-822--
14,CULEBRA-824--
13,CULEBRA-825--
14,CULEBRA-826--
14,CULEBRA-827--
13,CULEBRA-828--
14,CULEBRA-82D-
13,CULEBRA-830--
14,CULEBRA-831--
14,CULEBRA-832--
14,CULEBRA-833--
13,CULEBRA-835--
13,CULEBRA-837--
13,CULEBRA-839--
14,CULEBRA-84--
14,CULEBRA-840--
13,CULEBRA-842--
14,CULEBRA-845--
14,CULEBRA-846--
14,CULEBRA-847--
14,CULEBRA-848--
14,CULEBRA-850--
14,CULEBRA-851--
14,CULEBRA-852--
14,CULEBRA-853--
14,CULEBRA-854--
14,CULEBRA-856--
14,CULEBRA-857--
14,CULEBRA-858--
14,CULEBRA-859--
14,CULEBRA-861--
14,CULEBRA-865--
14,CULEBRA-87--
14,CULEBRA-89--
14,CULEBRA-895--
14,CULEBRA-897--
13,CULEBRA-9--
14,CULEBRA-90--
14,CULEBRA-92--
14,CULEBRA-93--
14,CULEBRA-950--
14,CULEBRA-951--
14,CULEBRA-952--
14,CULEBRA-953--
14,CUNDUACAN-1--
14,CUNDUACAN-10-A
14,CUNDUACAN-1011--
14,CUNDUACAN-1021--
14,CUNDUACAN-1023--
3,CUNDUACAN-11--
14,CUNDUACAN-12-A
14,CUNDUACAN-18-A
14,CUNDUACAN-21--
5,CUNDUACAN-30-A
3,CUNDUACAN-41--
13,CUNDUACAN-532--
1,CUNETA-1--
13,CUPACHE-1--
14,DEIMOS-1--
7,DORADO-1--
1,DORADO-12--
11,DORADO-1D-
14,DRAGON-101--
13,DRAGON-11--
14,DRAGON-16--
14,DRAGON-17--
14,DRAGON-18--
14,DRAGON-2--
14,DRAGON-20--
14,DRAGON-23--
14,DRAGON-3--
14,DRAGON-4--
14,DRAGON-5--
14,DULCE-3--
1,DULCE-50--
14,DULCE-581--
14,DULCE-6--
5,DUNA-1--
5,DUNA-106--
5,DUNA-109--
5,DUNA-113--
5,DUNA-114--
5,DUNA-117--
5,DUNA-118--
5,DUNA-13--
5,DUNA-203--
5,DUNA-204--
5,DUNA-22--
5,DUNA-23--
5,DUNA-246--
5,DUNA-3--
13,EBANO-1008--
13,EBANO-1010--
14,EBANO-1013--
14,EBANO-1018--
12,EBANO-1019--
9,EBANO-1030--
14,EBANO-1032--
13,EBANO-103D-
14,EBANO-1040H-
12,EBANO-1043H-
5,EBANO-1046D-
13,EBANO-1046H-
14,EBANO-1048H-
14,EBANO-1049D-
13,EBANO-1049H-
13,EBANO-104D-
14,EBANO-1050H-
14,EBANO-1057H-
14,EBANO-1059H-
13,EBANO-1060H-
12,EBANO-1061H-
14,EBANO-1062--
5,EBANO-1062D-
14,EBANO-1063H-
1,EBANO-1064D-
14,EBANO-1064H-
12,EBANO-1066D-
3,EBANO-1066H-
3,EBANO-1067H-
14,EBANO-1068D-
14,EBANO-1068H-
13,EBANO-1069D-
14,EBANO-1069H-
13,EBANO-106C-
14,EBANO-106T-
13,EBANO-1071--
13,EBANO-1071D-
14,EBANO-1072D-
14,EBANO-1072H-
14,EBANO-1075D-
14,EBANO-1075H-
13,EBANO-1077H-
3,EBANO-1079H-
12,EBANO-108--
14,EBANO-1080D-
13,EBANO-1080H-
14,EBANO-1081H-
14,EBANO-1082--
14,EBANO-1083D-
14,EBANO-1083H-
14,EBANO-1084--
14,EBANO-1084D-
3,EBANO-1087D-
14,EBANO-1088D-
14,EBANO-1088H-
12,EBANO-1089--
3,EBANO-1089D-
3,EBANO-1090--
14,EBANO-1090D-
3,EBANO-1093--
3,EBANO-1097--
14,EBANO-1097D-
14,EBANO-1098--
14,EBANO-1098D-
13,EBANO-1099--
3,EBANO-11--
14,EBANO-1100D-
14,EBANO-1100H-
14,EBANO-1102--
14,EBANO-1102D-
14,EBANO-1104--
13,EBANO-1104D-
14,EBANO-1105--
13,EBANO-1106--
14,EBANO-1113D-
13,EBANO-1115--
3,EBANO-1115D-
9,EBANO-112--
3,EBANO-1120--
14,EBANO-1127D-
13,EBANO-1128--
12,EBANO-1128D-
14,EBANO-1129--
13,EBANO-1130--
14,EBANO-1131--
13,EBANO-1131D-
14,EBANO-1134--
14,EBANO-1134D-
14,EBANO-1135--
14,EBANO-1135D-
14,EBANO-1138--
3,EBANO-1138D-
1,EBANO-1139--
14,EBANO-114--
14,EBANO-1140--
14,EBANO-1141--
14,EBANO-1142--
14,EBANO-1142D-
14,EBANO-1143--
13,EBANO-1146--
13,EBANO-1146D-
14,EBANO-1147--
14,EBANO-1147D-
10,EBANO-1150--
14,EBANO-1150D-
14,EBANO-1151--
14,EBANO-1151D-
13,EBANO-1152--
14,EBANO-1153--
14,EBANO-1153D-
14,EBANO-1154--
14,EBANO-1154D-
13,EBANO-1155--
14,EBANO-1156--
12,EBANO-1156D-
14,EBANO-1157--
10,EBANO-1158--
6,EBANO-1158D-
14,EBANO-1160--
11,EBANO-1161--
14,EBANO-1163--
13,EBANO-1163D-
3,EBANO-1164--
12,EBANO-1164D-
14,EBANO-1166--
14,EBANO-1166D-
14,EBANO-1167--
14,EBANO-1168--
14,EBANO-1168D-
3,EBANO-1169--
3,EBANO-1169D-
14,EBANO-1170--
14,EBANO-1170D-
14,EBANO-1173D-
14,EBANO-1174--
14,EBANO-1174D-
14,EBANO-1175--
14,EBANO-1176--
1,EBANO-1176D-
14,EBANO-1177--
13,EBANO-1177D-
14,EBANO-1178--
14,EBANO-1179--
14,EBANO-1180--
14,EBANO-1180D-
14,EBANO-1181D-
12,EBANO-1182--
1,EBANO-1182D-
14,EBANO-1183D-
14,EBANO-1184--
14,EBANO-1185D-
14,EBANO-1186--
14,EBANO-1186D-
14,EBANO-1187--
14,EBANO-1187D-
14,EBANO-1188--
14,EBANO-1189--
14,EBANO-1189D-
14,EBANO-1190--
1,EBANO-1191--
14,EBANO-1191D-
9,EBANO-120--
14,EBANO-1202--
14,EBANO-1202D-
13,EBANO-1204--
14,EBANO-1204D-
14,EBANO-1205--
14,EBANO-1206--
13,EBANO-1206D-
14,EBANO-1207--
14,EBANO-1208--
14,EBANO-1210--
14,EBANO-1210D-
14,EBANO-1211--
14,EBANO-1213--
14,EBANO-1213D-
13,EBANO-1214--
14,EBANO-1214D-
14,EBANO-1216--
13,EBANO-1217--
14,EBANO-1217D-
14,EBANO-1219--
14,EBANO-1221--
14,EBANO-1222--
14,EBANO-1225--
14,EBANO-1225D-
14,EBANO-1226--
14,EBANO-1227--
14,EBANO-1228--
10,EBANO-1228D-
13,EBANO-1229--
14,EBANO-1230--
13,EBANO-1230D-
14,EBANO-1232--
14,EBANO-1232D-
14,EBANO-1234--
14,EBANO-1235--
14,EBANO-1239--
14,EBANO-1239D-
14,EBANO-1240--
14,EBANO-1241--
14,EBANO-1241D-
14,EBANO-1242--
14,EBANO-1243--
13,EBANO-1245--
14,EBANO-1245D-
14,EBANO-1253--
14,EBANO-1253D-
13,EBANO-1254--
14,EBANO-1255--
14,EBANO-1255D-
14,EBANO-1256--
14,EBANO-1256D-
14,EBANO-1258--
5,EBANO-1260--
14,EBANO-1260D-
14,EBANO-1261--
13,EBANO-1262--
3,EBANO-1262D-
14,EBANO-129--
14,EBANO-1297--
14,EBANO-132-C
14,EBANO-149--
14,EBANO-150--
14,EBANO-15D-
14,EBANO-164--
14,EBANO-165--
13,EBANO-166--
14,EBANO-17-C
13,EBANO-175--
13,EBANO-17D-
12,EBANO-18--
5,EBANO-18-C
14,EBANO-19T-
14,EBANO-20--
13,EBANO-21--
13,EBANO-23--
13,EBANO-23-C
13,EBANO-23T-
13,EBANO-24--
9,EBANO-25--
13,EBANO-26--
14,EBANO-28--
14,EBANO-31--
14,EBANO-32--
14,EBANO-34--
14,EBANO-35--
13,EBANO-36--
13,EBANO-37--
13,EBANO-4--
14,EBANO-41--
3,EBANO-44D-
14,EBANO-48--
14,EBANO-48D-
14,EBANO-4D-
9,EBANO-5--
13,EBANO-52D-
13,EBANO-54D-
14,EBANO-6--
13,EBANO-60--
13,EBANO-63--
13,EBANO-71--
14,EBANO-9--
13,EBANO-95--
13,EBANO-9D-
12,EBANO-9T-
14,ECATL-10--
14,ECATL-12--
14,ECATL-14--
13,ECATL-19--
14,ECATL-2--
14,ECATL-20--
14,ECATL-24--
13,ECATL-28--
14,ECATL-34--
14,ECATL-4--
14,ECATL-5--
14,ECATL-8--
14,ECATL-9H-
14,ECLIPSE-1--
14,ECLIPSE-4--
14,ECLIPSE-5--
14,ECLIPSE-6--
14,ECLIPSE-9--
13,EDEN-1--
14,EDEN-21--
14,EDEN-41--
3,EDEN-47--
14,EDEN-67D-
14,EK-101--
14,EK-11--
13,EK-13--
14,EK-15--
13,EK-21--
14,EK-23--
14,EK-25--
9,EK-31--
14,EK-33--
14,EK-35H-
13,EK-5--
14,EK-55--
14,EK-56--
2,EK-63--
14,EK-7--
14,EK-71--
14,EK-9--
14,EL GOLPE-102--
1,EL GOLPE-103--
13,EL GOLPE-123--
13,EL GOLPE-126--
14,EL GOLPE-131--
14,EL GOLPE-28T-
14,EL GOLPE-3-C
14,EL GOLPE-30D-
9,EL GOLPE-39--
14,EL GOLPE-405--
14,EL GOLPE-41D-
14,EL GOLPE-41T-
14,EL GOLPE-42D-
14,EL GOLPE-44--
1,EL GOLPE-50--
5,EL GOLPE-67--
14,EL GOLPE-69--
14,EL GOLPE-85--
1,EL GOLPE-9--
14,ELTREINTA-1--
14,ELTREINTA-14--
12,ELTREINTA-16--
14,ELTREINTA-22--
13,ELTREINTA-24--
13,ELTREINTA-26--
14,ELTREINTA-27--
11,ELTREINTA-29--
9,ELTREINTA-3--
14,ELTREINTA-30--
14,EMERGENTE-1--
14,EMU-1--
14,EMU-11--
13,EMU-12--
14,EMU-21--
14,EMU-22--
14,EMU-7--
14,EMU-8--
14,ENCELADO-1--
14,ENLACE-1--
1,ENLACE-10--
11,ENLACE-101--
13,ENLACE-11--
14,ENLACE-13--
14,ENLACE-14--
14,ENLACE-16--
14,ENLACE-17--
14,ENLACE-18--
14,ENLACE-20--
14,ENLACE-22--
14,ENLACE-25--
14,ENLACE-26--
14,ENLACE-28--
11,ENLACE-30--
14,ENLACE-31--
14,ENLACE-34--
14,ENLACE-35--
14,ENLACE-36--
14,ENLACE-37--
14,ENLACE-4--
14,ENLACE-40--
14,ENLACE-42--
14,ENLACE-5--
14,ENLACE-61--
11,ENLACE-67--
13,ESCOBAL-103--
12,ESCOBAL-103D-
12,ESCOBAL-105--
11,ESCOBAL-107--
12,ESCOBAL-111--
14,ESCOBAL-112--
9,ESCOBAL-115--
14,ESCOBAL-116--
14,ESCOBAL-117--
14,ESCOBAL-119--
12,ESCOBAL-123--
12,ESCOBAL-1230--
9,ESCOBAL-125--
14,ESCOBAL-1250--
12,ESCOBAL-1303--
13,ESCOBAL-1305--
12,ESCOBAL-1307--
12,ESCOBAL-1315--
12,ESCOBAL-1317--
14,ESCOBAL-1319--
12,ESCOBAL-1321--
13,ESCOBAL-1322--
13,ESCOBAL-1323--
13,ESCOBAL-1325--
14,ESCOBAL-1337--
12,ESCOBAL-1339--
1,ESCOBAL-1342--
14,ESCOBAL-1343--
3,ESCOBAL-1344--
11,ESCOBAL-1346--
8,ESCOBAL-135--
13,ESCOBAL-1362--
13,ESCOBAL-1364--
1,ESCOBAL-1366--
14,ESCOBAL-137--
9,ESCOBAL-139--
13,ESCOBAL-141--
9,ESCOBAL-143--
12,ESCOBAL-1430--
2,ESCOBAL-144--
13,ESCOBAL-145--
14,ESCOBAL-1450--
1,ESCOBAL-161--
2,ESCOBAL-166--
14,ESCOBAL-175--
14,ESCOBAL-177--
1,ESCOBAL-186--
14,ESCOBAL-195--
14,ESCOBAL-197--
13,ESCOBAL-201--
14,ESCOBAL-202--
12,ESCOBAL-203--
13,ESCOBAL-204--
14,ESCOBAL-205--
14,ESCOBAL-207--
12,ESCOBAL-209--
13,ESCOBAL-211--
13,ESCOBAL-212--
14,ESCOBAL-213--
12,ESCOBAL-217--
13,ESCOBAL-218--
13,ESCOBAL-229--
3,ESCOBAL-233--
12,ESCOBAL-235--
14,ESCOBAL-237--
13,ESCOBAL-238--
13,ESCOBAL-239--
14,ESCOBAL-241--
14,ESCOBAL-242--
14,ESCOBAL-243--
14,ESCOBAL-244--
14,ESCOBAL-245--
14,ESCOBAL-247--
14,ESCOBAL-249--
12,ESCOBAL-257--
13,ESCOBAL-259--
14,ESCOBAL-261--
14,ESCOBAL-262--
14,ESCOBAL-263--
14,ESCOBAL-264--
14,ESCOBAL-265--
14,ESCOBAL-266--
14,ESCOBAL-267--
14,ESCOBAL-269--
14,ESCOBAL-277--
14,ESCOBAL-279--
13,ESCOBAL-281--
14,ESCOBAL-282--
14,ESCOBAL-283--
14,ESCOBAL-284--
14,ESCOBAL-285--
14,ESCOBAL-286-A
12,ESCOBAL-287--
14,ESCOBAL-288--
14,ESCOBAL-289--
12,ESCOBAL-297--
14,ESCOBAL-298--
13,ESCOBAL-299--
13,ESCOBAL-514--
13,ESCOBAL-519--
12,ESCOBAL-534--
13,ESCOBAL-539--
12,ESCOBAL-552--
14,ESCOBAL-554--
13,ESCOBAL-556--
14,ESCOBAL-559--
14,ESCOBAL-572--
12,ESCOBAL-574--
13,ESCOBAL-576--
14,ESCOBAL-578--
12,ESCOBAL-587--
13,ESCOBAL-592--
14,ESCOBAL-593--
14,ESCOBAL-594--
14,ESCOBAL-595--
13,ESCOBAL-596--
14,ESCOBAL-597--
14,ESCOBAL-598--
9,ESCOBAL-903--
1,ESCOLIN-102--
14,ESCOLIN-105D-
14,ESCOLIN-109--
14,ESCOLIN-110--
14,ESCOLIN-111--
14,ESCOLIN-118--
1,ESCOLIN-122--
14,ESCOLIN-125--
14,ESCOLIN-142--
14,ESCOLIN-152--
14,ESCOLIN-17--
1,ESCOLIN-170--
14,ESCOLIN-188--
3,ESCOLIN-190--
13,ESCOLIN-192--
14,ESCOLIN-195--
14,ESCOLIN-201D-
5,ESCOLIN-202--
14,ESCOLIN-207--
14,ESCOLIN-210--
14,ESCOLIN-211--
14,ESCOLIN-212--
13,ESCOLIN-213--
14,ESCOLIN-215--
14,ESCOLIN-216--
14,ESCOLIN-218--
13,ESCOLIN-226--
12,ESCOLIN-228--
14,ESCOLIN-231--
13,ESCOLIN-234--
1,ESCOLIN-238--
1,ESCOLIN-241--
14,ESCOLIN-26--
14,ESCOLIN-31--
14,ESCOLIN-42--
14,ESCOLIN-82--
14,ESCOLIN-89--
1,ESCOLIN-9--
14,ESCOLIN-90--
14,ESCUINTLE-1--
14,ESCUINTLE-143--
4,ESCUINTLE-201--
14,ESCUINTLE-301--
13,ESFENA-1--
1,ESPEJO-1--
14,ESPEJO-2--
13,ETKAL-101--
14,EXPLORADOR-115--
14,EXPLORADOR-127--
14,EXPLORADOR-200--
14,EZEQUIEL ORDOÑEZ-1--
13,EZEQUIEL ORDOÑEZ-10--
14,EZEQUIEL ORDOÑEZ-16--
14,EZEQUIEL ORDOÑEZ-21--
13,EZEQUIEL ORDOÑEZ-3--
1,EZEQUIEL ORDOÑEZ-31--
1,EZEQUIEL ORDOÑEZ-38--
14,EZEQUIEL ORDOÑEZ-39--
14,EZEQUIEL ORDOÑEZ-41--
14,EZEQUIEL ORDOÑEZ-42--
13,EZEQUIEL ORDOÑEZ-6--
14,EZEQUIEL ORDOÑEZ-8--
14,FILADELFIA-1--
14,FILADELFIA-41--
14,FITON-4--
14,FLAMENCO-1--
14,FORASTERO-1--
14,FORASTERO-16--
14,FORASTERO-17--
14,FORASTERO-2--
1,FORASTERO-5--
14,FORASTERO-7--
14,FORCADO-1--
14,FOSIL-1--
14,FOSIL-2--
14,FOSIL-7--
14,FOSIL-9--
13,FRESA-1--
3,FRONTERIZO-1--
14,FRONTERIZO-1002--
14,FRONTERIZO-1004--
14,FRONTERIZO-1005--
14,FRONTERIZO-1006--
14,FRONTERIZO-1007--
14,FRONTERIZO-1008--
14,FRONTERIZO-1009--
14,FRONTERIZO-1010--
14,FRONTERIZO-1012--
14,FRONTERIZO-1013--
14,FRONTERIZO-1015--
14,FRONTERIZO-1019--
14,FRONTERIZO-1020--
3,FRONTERIZO-2--
14,FRONTERIZO-204--
14,FRONTERIZO-205--
14,FRONTERIZO-208--
14,FRONTERIZO-209--
13,FRONTERIZO-210--
14,FRONTERIZO-215--
14,FRONTERIZO-224--
14,FRONTERIZO-309--
14,FRONTERIZO-313--
14,FRONTERIZO-314--
14,FRONTERIZO-315--
14,FRONTERIZO-316--
14,FRONTERIZO-319--
14,FUNDADOR-1--
14,FUNDADOR-10--
14,FUNDADOR-11--
14,FUNDADOR-12--
14,FUNDADOR-13--
14,FUNDADOR-14--
14,FUNDADOR-17--
14,FUNDADOR-18--
14,FUNDADOR-1D-
14,FUNDADOR-2--
14,FUNDADOR-21--
14,FUNDADOR-22--
14,FUNDADOR-23--
14,FUNDADOR-24--
14,FUNDADOR-25--
14,FUNDADOR-27--
14,FUNDADOR-28--
14,FUNDADOR-29--
14,FUNDADOR-2D-
14,FUNDADOR-3--
1,FUNDADOR-30--
13,FUNDADOR-31--
14,FUNDADOR-32--
14,FUNDADOR-33--
14,FUNDADOR-37--
14,FUNDADOR-38--
14,FUNDADOR-39--
14,FUNDADOR-3D-
14,FUNDADOR-4--
14,FUNDADOR-4D-
14,FUNDADOR-5--
14,FUNDADOR-6--
14,FUNDADOR-60--
14,FUNDADOR-7--
14,FUNDADOR-8--
14,FUNDADOR-9--
1,FURBERO-1002--
13,FURBERO-1013--
3,FURBERO-1015--
12,FURBERO-1017--
1,FURBERO-1019--
14,FURBERO-1033--
13,FURBERO-1035--
14,FURBERO-1037--
9,FURBERO-1045--
9,FURBERO-1049--
3,FURBERO-1053--
14,FURBERO-106--
1,FURBERO-1066--
14,FURBERO-1073--
14,FURBERO-1075--
14,FURBERO-1093--
5,FURBERO-1095--
5,FURBERO-1097--
5,FURBERO-1099--
9,FURBERO-1106--
13,FURBERO-1108--
3,FURBERO-1109--
14,FURBERO-1113--
14,FURBERO-1125--
14,FURBERO-1126--
13,FURBERO-1127--
14,FURBERO-1128--
14,FURBERO-1129--
14,FURBERO-1132--
3,FURBERO-1134--
13,FURBERO-1138--
14,FURBERO-1142--
14,FURBERO-1143--
13,FURBERO-1145--
14,FURBERO-1146--
14,FURBERO-1147--
5,FURBERO-1149--
3,FURBERO-1150--
12,FURBERO-1152--
1,FURBERO-1154--
14,FURBERO-1155--
13,FURBERO-1156--
13,FURBERO-1157--
9,FURBERO-1158--
14,FURBERO-1161--
14,FURBERO-1162--
14,FURBERO-1163--
14,FURBERO-1164--
13,FURBERO-1165--
14,FURBERO-1166--
13,FURBERO-1167--
14,FURBERO-1168--
12,FURBERO-1169--
9,FURBERO-1171--
10,FURBERO-1172--
14,FURBERO-1173--
14,FURBERO-1174--
13,FURBERO-1175--
14,FURBERO-1176--
14,FURBERO-1177--
9,FURBERO-1178--
14,FURBERO-1179--
14,FURBERO-1181--
